"job_id","job_title","business_name","work_type","job_type","job_description","pay_range","suburb","area","url","advertiser_id"
"74475436","Junior Network Engineer","Roshana Care Group","Full time","Help Desk & IT Support ","Welcome to Roshana Care Group  Roshana Pty Ltd is a privately owned provider of Aged Care, Mental Health Care and Disability Support Services. Our head office is based in WA, and we own and operate facilities in WA, QLD and NSW. Established in 2001, Roshana Care Group has been at the forefront of providing Aged Care and Mental Health Care for over 20 years, with a commitment to high standards.  About the Role  The Junior Network Engineer will work closely with I.T Manager and stakeholders to manage, maintain and resolving network related items in the business.  Your main responsibilities will include diagnosing and resolving network issues, maintaining secure and reliable network. You will also manage daily issues/tickets that are related to other IT issues.  The Junior Network Engineer will also have strong written and verbal communication skills to provide timely customer feedback to facility managers, resolve technical issues across the business and work alongside the I.T Manager to roll out new applicants and other duties and required.  Duties and Responsibilities :   Provide first level support for end users via telephone, email, in person and using remote support tools.  Manage the configuration of IP routing and switching equipment to ensure optimal network performance.  Establish and troubleshoot Site-to-Site VPN  Keep all the network equipment up to date with the firmware/patch management.  Perform server and network administration tasks.  Assist with project work as directed by the IT Manager  Travel is mandatory when required   Essential Skills, Attributes and Experience   Bachelor’s Degree in IT/Networking or Certification in industry certifications (CCNA) will be considered as a plus.  Strong oral, written communication, and interpersonal skills  Excellent troubleshooting skills.  Commitment and capacity to deliver quality assistance.  Ability to work independently and as a team member.    Culture and Benefits:   A competitive industry salary package commensurate with skills and experience.  Long term career development opportunities  On the job training and development opportunities available  Access to Roshana Care Group Employee Assistance Program  Roshana Care Group respects and embraces diverse perspective, experience, and traditions  Roshana care Group values each employee’s contribution towards achieving its business objectives  Our culture of compassion, respect, communication, teamwork and integrity not only supports the development of staff, but also ensures the wellbeing of all employees   How To Apply?  You can submit your application by clicking on ‘Apply’ (Please attach an updated resume and a cover letter).  Please note, due to the high volume of applicants only successful applicants will be contacted.  Want to know more about Roshana Care Group? Head to our website https://www.roshana.com.au","","Burswood, Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74475436","29058524"
"74412970","Officer - IT Helpdesk","MLG Oz Ltd","Full time","Help Desk & IT Support ","About Us:  As an ASX LISTED COMPANY, MLG Oz is a contractor of choice which employs more than 900 people across 30+ sites and delivers:   Aggregate and Sand Supplies  Bulk Haulage & Integrated Site Services  Crushing & Screening  Export Logistics   MLG Oz is a company driven by its core values, we recognise that a diverse and inclusive work environment leads to increased engagement and trust, fresh perspectives and innovation and improves our overall performance. We see our people as our number one asset and understand that through our collective efforts and contributions we will be able to achieve our goals without compromising the health and safety of our people or the environment and communities in which we work.   Duties performed may include, but are not limited to;   Provide first level support for end users via telephone, email, in person and using remote support tools  Provide after hours support (on-call) to remote sites at minimum once per month  Log and complete helpdesk enquiries, whilst maintaining the IT knowledge base  Provision and install computers, mobile phones and peripherals  Proactively monitoring remote site statuses, including site specific peripheral equipment.  Reporting of helpdesk trends to minimise or prevent ongoing issues and mitigate Information Security risks  Perform server and network administration tasks  Provide training to end users in general software and hardware use  Assist with hardware installation in metropolitan and remote regional locations  Assist with project work as directed by the IT Manager  Contribute to the development of the IT and related strategies   What will MLG provide me with?   Full Time, Permanent Employment  Supportive & Safe working environment  Approachable Management & Inclusive team culture  Career progression  Recognition for outstanding work   What does the ideal candidate bring to MLG?   Tertiary qualifications in Computer Science or equivalent, preferred  ITIL Foundations, preferred   Ability to:   Communicate clearly, oral and written, with users of varying technical ability  Troubleshoot and problem solve issues  Create policy, procedure, training and technical documents   Knowledge, understanding and awareness of:   The administration of user accounts using O365 and Active Directory  Windows 10  Basic networking  Windows server, highly desirable  Pronto XI ERP, highly desirable  Office 365 and SharePoint Modern  Information Security fundamentals  Basic ITIL principles","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74412970","26678962"
"74432482","Desktop Support Analyst","Immersive Technologies","Full time","Help Desk & IT Support ","Immersive Technologies is one of the world’s most successful companies in driving continuous improvement of human performance within the mining industry. We’re part of the global Komatsu Group of companies and are the world’s largest supplier of mining equipment simulators, with our solutions deployed in over 50 different countries.  Immersive is committed to recruiting and maintaining a diverse and inclusive team because we strongly believe we’re more effective with people from a wide range of backgrounds and identities.  Due to the company’s continued growth, a permanent full-time position has become available within the Information Services Department. We are seeking a versatile candidate who can effortlessly shift gears between our dynamic head office environment in Osborne Park and our brand new cutting-edge production facility in Malaga. If you flourish in diverse work environments, this is your chance to make a real impact with us.  The successful candidate will be responsible for:   Providing global desktop support to all Immersive      employees.  Desktop Management which includes software and      hardware deployment and reimaging computers.  Diagnosing and resolving hardware and software      issues and coordinating repairs or replacements.  User Management where you will assign permissions      and privileges, create and deactivate accounts.  Contributing ideas, executing assigned      responsibilities, collaborating with team members, and working towards achieving      IT project objectives.  Providing on-call support as required.  Documenting      processes and procedures as required.    We are looking for candidates with:   At least two years success in      a similar role.  Strong communication skills and a passion for customer service.  A strong aptitude in      investigating hardware and software issues, identifying the root cause,      and implementing effective solutions to restore functionality across our      desktop and laptop fleet.  Experience with Microsoft Windows      10/11, Microsoft Office 365, Microsoft Entra (Azure AD), Active Directory,      remote support & cloud technologies.  Prioritise tasks effectively and      manage time efficiently.   If you meet the above criteria please forward your application and interest to us today.","","Malaga, Perth WA","Eastern Suburbs","https://www.seek.com.au/job/74432482","612710"
"74845697","APS5 Test Analyst","Australian Criminal Intelligence Commission","Full time","Testing & Quality Assurance ","About the role Working in a small team, the Test Analyst supports the Quality Assurance Team Leader and Test Lead in the planning, design, execution and reporting associated with system testing activities for the Agency’s business systems. Testing responsibilities vary across projects and involve the application of strong analytical skills and attention to detail to ensure quality outcomes for the ACIC’s solution development projects and activities. Key responsibilities: Design, review and execute manual and automated tests across multiple projects, often concurrently. Assist in test planning and reporting activities. Participate in the review of requirements and specifications documentation. Conduct detailed analysis of system and business requirements, using these products to create test cases that will satisfy relevant objectives. Conduct reviews of test cases, test plans, test completion reports and other relevant documentation. Identify and support capability development and process improvement opportunities for the Quality Assurance function. Assist and support team members with other tasks and activities as required and contribute to knowledge transfer among team members. Develop and maintain productive working relationships with internal and external stakeholders. Our ideal candidate To be successful in this role, you will demonstrate the following experience, skills and attributes: Demonstrated experience in software testing, including test design, test execution, defect management, recording and reporting testing results, covering test scenarios and systems of varying complexity. Has strong verbal and written communication skills including a demonstrated ability build and maintain effective relationships through liaison, consultation, and information sharing Is experienced in working with a range of platforms including web application (user interface), web services and SQL. Identifies and supports capability development and process improvement opportunities for the Quality Assurance function. Can prove their ability to work to tight timeframes, to set priorities and to meet deadlines both independently and as a member of a multi-disciplinary team. Eligibility Citizenship – To be eligible for employment with the ACIC, applicants must be an Australian citizen. Security Clearance - The Australian community expects ACIC employees to maintain the highest levels of security and integrity. Successful applicants will be required to obtain and maintain a minimum Negative Vetting 1 security clearance. Pre-Employment Screening – All candidates must satisfy an Organisational Suitability Assessment (OSA) prior to being offered employment at the ACIC. Vaccination Status – To be eligible to work at the ACIC, you must be fully vaccinated against COVID-19. The ACIC is committed to diversity and inclusion . We celebrate and champion diversity to ensure we reflect the community we serve, and pride ourselves on our vibrant culture. We welcome applications from Aboriginal and Torres Strait Islander peoples, women, people with disability, people from culturally and linguistically diverse backgrounds, those who identify as LGBTIQ+, neurodiverse, mature aged employees and carers. More information about our conditions is available in the ACIC Enterprise Agreement 2024-2027 on our website .","$82,403 – $87,572","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74845697","25614153"
"74696147","Solutions Architect","Digital Resources Australia Pty Ltd","Contract/Temp","Architects ","📍 Location: Perth, WA  🔍 Who We Are Looking For: Bachelor's degree in Computer Science, Engineering, or a related field Experience with AWS IOT solutions like Kinesys, Greengrass, SiteEdge is a plus! Experience with infrastructure/network design  🔧 Skills and Qualifications: Design end-to-end solutions - while considering factors such as scalability, security, performance, and cost Strong knowledge of mining production systems e.g. Fleet, Drills management, condition monitoring systems Create architectural diagrams Pre-sales activities, including solution presentations and demonstrations Conduct workshops and training sessions for clients and internal teams Continuously assess and improve existing architectures to ensure they remain robust and efficient  ✨ Requirements: Proven experience as a Solution Architect or a similar role - minimum 3 years experiences Strong knowledge of infrastructure/network principles, design patterns, and best practices Proficiency in cloud computing platforms (e.g., AWS, Azure, Google Cloud) Ability to effectively engage with stakeholders at all levels Relevant certifications (e.g., AWS Certified Solutions Architect) are a plus Experience in mining industries is highly desirable  💼 What's on Offer: Be part of a passionate team Fast-paced environment Stability Long term opportunity  Excited to take the next step? I'd love to connect with you! If you're ready to explore this opportunity further, simply apply now or reach out to Natalie Ludwig 0476 026 490 or at [email protected] or for more details.","$106 – $117 per hour +super","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74696147","47033447"
"74627395","Technical Analysis Graduate Program","GradConnection","Full time","Consultants ","Technical Analysis is extremely varied, where each day brings new and interesting challenges - investigating, troubleshooting and resolving technical issues.  Learn essential IT skills that will equip you for a range of technical roles such as data analysis, quality assurance, IT operations , and tools such as SQL, Unix, Excel/VBA, BA, Python, ITIL, Cloud.  As an FDM a Technical Analyst Consultant you’ll work with team members and managers to translate technical requirements into functioning solutions, gaining the skills needed to develop an application, such as an ecommerce website.  Dive headfirst into inspiring projects where you will work collaboratively within an agile team and be constantly challenged to apply and develop your new skillset . Performing well here will boost your chances of being put forward to work on cutting-edge client assignments with our big brand partners across various industries.  About You   Educated to a university degree level (bachelor or higher)  Able to commit to completing our full 2.5-year graduate program  Strong problem-solving and analytical skills  Excellent interpersonal skills and communication  Eligibility to work in Australia  Open to relocating for client projects, the majority of our clients are based in Sydney and Melbourne, so we look for you to be flexible to relocate. At FDM we support you with a relocation package and ensure you are connected with other FDM Consultants. Learn more here.   What we offer you:   Full-time employment with a competitive salary  Training provided by industry experts, based on client demand  Ongoing career support throughout your entire FDM journey, including professional development, mentoring, and social networking events with a community of peers  Consultant Experience Team dedicated to your wellbeing, health, and happiness  Opportunity to become a leading consultant in one of the most in-demand tech fields   This is your opportunity to enter a world of unlimited possibilities – Apply Now!  About FDM  FDM Group is the pioneer and market leader in the recruit, train and deploy industry specialising in the technology sector. For over 30 years, FDM has helped successfully launch the tech careers of thousands of graduates just like you, with 3,000+ globally in 2022 alone. FDM Group is a FTSE 250 employer with a global footprint and now on the FTSE4Good Index.  Our culture  With 95+ nationalities working together as a team, FDM is a company committed to diversity and inclusion, in terms of background, culture and skills. We celebrate difference because we want everyone to have equal opportunity to belong and grow in their career. We are active in creating a more gender-balanced workforce, with circa 33% of our senior management team and 31% of all employees identifying as female.  Diversity, equity and inclusion are at the heart of what we value as an organisation. FDM Group is an equal opportunities employer, and all qualified applicants will receive consideration for employment without regard to race, religion, sex, sexual orientation, age, disability or any other status protected by law. Our recruitment team are happy to support with any reasonable adjustments that are needed within the recruitment process.  We have multiple start dates all year round, so you can Apply Today!  Please only submit one application, our Recruitment team will consider you for all other relevant open Graduate Programs we are hiring for.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74627395","45273782"
"74627397","Technical Analysis Graduate Program","GradConnection","Full time","Engineering - Software ","Technical Analysis is extremely varied, where each day brings new and interesting challenges - investigating, troubleshooting and resolving technical issues.  Learn essential IT skills that will equip you for a range of technical roles such as data analysis, quality assurance, IT operations , and tools such as SQL, Unix, Excel/VBA, BA, Python, ITIL, Cloud.  As an FDM a Technical Analyst Consultant you’ll work with team members and managers to translate technical requirements into functioning solutions, gaining the skills needed to develop an application, such as an ecommerce website.  Dive headfirst into inspiring projects where you will work collaboratively within an agile team and be constantly challenged to apply and develop your new skillset . Performing well here will boost your chances of being put forward to work on cutting-edge client assignments with our big brand partners across various industries.  About You   Educated to a university degree level (bachelor or higher)  Able to commit to completing our full 2.5-year graduate program  Strong problem-solving and analytical skills  Excellent interpersonal skills and communication  Eligibility to work in Australia  Open to relocating for client projects, the majority of our clients are based in Sydney and Melbourne, so we look for you to be flexible to relocate. At FDM we support you with a relocation package and ensure you are connected with other FDM Consultants. Learn more here.   What we offer you:   Full-time employment with a competitive salary  Training provided by industry experts, based on client demand  Ongoing career support throughout your entire FDM journey, including professional development, mentoring, and social networking events with a community of peers  Consultant Experience Team dedicated to your wellbeing, health, and happiness  Opportunity to become a leading consultant in one of the most in-demand tech fields   This is your opportunity to enter a world of unlimited possibilities – Apply Now!  About FDM  FDM Group is the pioneer and market leader in the recruit, train and deploy industry specialising in the technology sector. For over 30 years, FDM has helped successfully launch the tech careers of thousands of graduates just like you, with 3,000+ globally in 2022 alone. FDM Group is a FTSE 250 employer with a global footprint and now on the FTSE4Good Index.  Our culture  With 95+ nationalities working together as a team, FDM is a company committed to diversity and inclusion, in terms of background, culture and skills. We celebrate difference because we want everyone to have equal opportunity to belong and grow in their career. We are active in creating a more gender-balanced workforce, with circa 33% of our senior management team and 31% of all employees identifying as female.  Diversity, equity and inclusion are at the heart of what we value as an organisation. FDM Group is an equal opportunities employer, and all qualified applicants will receive consideration for employment without regard to race, religion, sex, sexual orientation, age, disability or any other status protected by law. Our recruitment team are happy to support with any reasonable adjustments that are needed within the recruitment process.  We have multiple start dates all year round, so you can Apply Today!  Please only submit one application, our Recruitment team will consider you for all other relevant open Graduate Programs we are hiring for.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74627397","45273782"
"74796044","Business Analyst","Professional Search Group","Full time","Business/Systems Analysts ","Our client are a large Government agency known for their cutting edge and advanced projects. Located close to Perth’s Central Business District, this organisation offers a working environment that suits individuals from all walks of life. They are looking for a seasoned, Business Analyst , with experience in Property and Ratings and r elated systems . It is beneficial that the successful candidate has worked previously within Local Government or on Government related projects. Hybrid 3 days Permanent, full time Salary: $100k - $120k + super Key Responsibilities: Engagement with business stakeholders to elicit and understand business operations, requirements, weaknesses, and strengths. Conducting and facilitating workshops to elicit business process information and business drivers. Collecting, collating, documenting, and mapping of current business processes. Analysis of business processes, including investigating process bottlenecks and tasks. Making recommendations on future process changes. Mapping future business process flows Background & Experience: Business Analyst experience in implementing Property and Rating modules in a Local Government system such as TechnologyOne or Civica. Minimum of 2 years’ experience as a Business Analyst. Excellent interpersonal skills with the ability to face resistance, confidently elicit information and enact change. Ability to work one on one with stakeholders. Ability to organise and run large stakeholder workshops and meetings. Strong communication, both written and verbal to convey findings and recommendations to Senior Management and Executive stakeholders. An analytical mind with the ability to investigate, identify areas for improvement, deliver change and evaluate the impact of proposed changes. Ability to visualise current and future processes. Strong process mapping and documentation skills. Strong skills with Visio, Excel, Word, PowerPoint. Previous experience within WA Government highly regarded Previous experience with any WA government policy and procedure evaluation and change highly regarded. This role presents a unique opportunity to work on advancing a large government organisations technology systems within their Property and Ratings offering.  Apply today: To be considered for this role, submit your CV today (in Word format) by clicking the 'Apply' button. For further information, please contact Edem Dokli on [email protected] .","AUD 100000 - 130000 per annum","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74796044","29276064"
"74526550","Service Desk Analyst - Application Support","Thomax Technology","Full time","Help Desk & IT Support ","The Company Thomax is a leading developer of cloud software for logistics clients both within Australia and internationally with our technology powering millions of parcel movements annually across a wide range of sectors and businesses. We are rapidly growing local success story, seeking to fill 10 important roles as soon as possible – don’t miss your chance to be part of the future. We are actively seeking an experienced Service Desk Analyst - Application Support in Perth who can hit the ground running to take the lead in supporting our customers across the globe. This role will be working from home and report into the Service Desk Lead in Sydney, and would work very closely with our customers, product development and Implementation teams, geographically dispersed across Interprovincial and international borders.  Why us? As part of Thomax team you will enjoy the following perks & benefits: Up to 6 weeks of Annual Leave Rapid career development and ongoing learning opportunities Company bonus/incentive Employee referral scheme Flexible/ hybrid working arrangements Volunteer paid time off to make an impact outside Access to wellbeing and safety support services  On your first day, you should be able to: Support multiple client engagements simultaneously and willingness to take on additional responsibilities. Responsible for resolving all support tickets received from customers within the agreed SLA times and creating and updating support documentations Collaborate with other support teams present globally Interact with customers directly and deliver on time Evaluate, prioritize, and provide technical support for incoming requests made via telephone, email and through user request portals Create, update, follow-up, and close out service requests in accordance with published SLAs Ability to use judgement to determine when escalating calls and high impact incidents is required and follow up to ensure resolution On-call escalation contact for Afterhours support for high impact incident triage. Play an active role in the support space and work closely with the Service Desk Lead and other Solutions Architects in the company. Work closely with other internal teams (Development, Delivery and IT Infrastructure) to ensure end-to-end delivery of customer issues. Follow Thomax Service Desk processes rigorously and ensure adherence. Able to express the intricacies of both a problem and solution with ease. Work actively towards achieving KPIs based on personal utilisation, project delivery and revenue targets. Willingness to be on call and support critical data issues that arise outside of office hours.  Minimum Requirements Minimum of 2 years of experience as a Service Desk Analyst in SaaS environment Minimum of 2 years of experience in the software industry, preferably working for CRM, POS or ERP vendor Degree in computer science or related field Understanding of JSON, XML, HTML & SQL Proficient in MS Excel, (VBA would be a bonus.) Experience working with handheld RF scanners (WinCE, Android, IOS) and Barcode Scanners Basic understanding of networks and networking (experience with Mikrotik devices would be a bonus) Experience with following Data Flows and Structures Experience working with Jira and Confluence, and writing basic SQL queries Experience working with Thermal, Laser & Belt Printers Good understanding of industry best practices and experience on SDLC, software design patterns. Willing to take on the occasional early shift or late finish.  The Suitable Candidate Is a team player who can effectively work autonomously Manages stakeholders effectively and provide exceptional customer service Is self-motivated and result oriented Has effective written and verbal communication skills, including ability to influence and negotiate, and great presentation skills Can facilitate and resolve conflict with diplomacy Has excellent analytical and problem-solving skills  It would be great, but not mandatory if you had Warehousing, Freight & Logistics experience Previous experience with various SDLC methodologies, such as Agile, Waterfall ITIL V3 certified  Working Conditions Occasional interstate and international travel might be required on short notice. Successful applicant should provide a satisfactory national police check.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74526550","38955084"
"74696693","Business Analyst","Autism Association of WA (Inc)","Full time","Business/Systems Analysts ","About the role We are currently seeking a Business Analyst to join the team in our Digital Transformation Program. This position will be reporting directly to the Project Manager where you will be helping develop documentation, gather, organise, and synthesise large amounts of information from various sources as well as working closely with your stakeholders to communicate findings, conduct cost benefit analyses and to deliver presentations with project updates. In addition to the above, you will support and oversee stream deliverables including quality control and sign-off, convert business needs or user stories into technical tasks as well as lead business stakeholders towards functional design decision, process mapping design of current and future state and establishing a process for test planning. You will help review and validate expected test outcomes, acceptance criteria and the support for user testing. About You To succeed you will be highly organised, thrive under pressure, be able to juggle multiple priorities and engage stakeholders across all levels of the organisation. In addition, you’ll have: A degree in computer science, business information systems or a related field. Proven experience in business analysis. Experience with collaboration tools like MS Teams, MS Planner, Jira, Trello, Confluence, Salesforce. Experience with both traditional and agile delivery methodologies. Strong communication, organisational skills, and the ability to work under pressure. Possess strong analytical and problem-solving skills. To join our team, you will be required to complete required clearances including a National Police Clearance. Benefits In addition to making meaningful difference in people’s lives, you’ll also receive: Extensive training, growth, and development opportunities A competitive salary that reflects your skills and experience Access to generous salary packaging options Access to our Employee Assistance Program for you and your family About Us The Autism Association is one of Australia’s largest For-Purpose Specialist Autism Service Providers, providing a range of services to individuals of all ages. We are inspired every day to make a difference in the lives of people with Autism and are deeply committed to assisting them to achieve the life and opportunities they choose. Apply Now To apply, click “Apply Now” below to upload your resume and cover letter. The Autism Association of WA is a Child Safe Organisation and is committed to ensuring the safety and wellbeing of all children.","Access to generous salary packaging options","Shenton Park, Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74696693","20431340"
"74858162","Instructional Designer","Mineral Resources Limited","Full time","Technical Writing ","MinRes can offer you!   ASX 50 Company - A dynamic global leader with cutting edge innovation  We invest in your career, with a focus on leadership, upskilling, training and development programs  Live Your Best Life!  Our benefits offer you access to deals, support and discounts to help you unlock the important things in Life – Health, Family, Recreation and Your Future with MinRes   APPLY NOW to join the MinRes Family , a Company on the Move!  The Opportunity  Reporting to the Instructional Design Team Leader, the Instructional Designer will engage and develop key relationships with Workplace Managers and Subject Matter Experts to design and develop engaging online courses, using design, interactivity, and animation to deliver rich learning experiences. The Instructional Designer will be responsible for the development of various LMS e-learning materials which will complement the blended learning activities ensuring our employees have the required skills to perform their job roles.  What is required?   Tertiary qualifications in e-learning technology or instructional design and / or equivalent combination of relevant experience, education, and training  Diploma of Training Design & Development (desirable)  Proven working experience in instructional design and with instructional technology  Excellent knowledge of learning theories and instructional design models  Solid knowledge of authoring tools (Captivate/ Articulate) and at least one Learning Management System  Proven working experience in visual design skills (Dreamweaver, Photoshop, Illustrator) and ability to develop quality storyboards  Ability to write effective copy, instructional text, audio/video scripts   About Mineral Resources  MinRes is a leading diversified resources company with extensive operations in lithium, iron ore, energy and mining services across Western Australia. With a focus on people and innovation, MinRes has become one of the ASX’s best-performing companies since listing in 2006.  At MinRes, the future's bright. Be part of our next chapter.","Competitive REM, annual bonuses & salary packaging","Osborne Park, Perth WA","Northern Suburbs & Joondalup","https://www.seek.com.au/job/74858162","27528355"
"74878888","Cyber Security, Risk & Compliance Specialist","Project Human Resources","Full time","Security ","Our client is a subsidiary of a global energy company that was founded in the 1970's. The group owns significant producing assets including  gas and solar energy fields and has participated in all phases of the upstream business from exploration through appraisal, development, production and decommissioning operations.  They are currently actively pursuing energy transition and renewable projects throughout Europe and Australia. The Role: The Cyber Security, Risk & Compliance Specialist will be the in-house specialist on all IT and OT cyber security, regulatory and compliance risks. They will deliver a structured approach to the identification and reduction of risk, enabled through an effective accredited information security management system and via the delivery of an annual improvement programme which covers a wide range of complex projects across the whole cyber security agenda. Duties and Responsibilities: Managing the delivery of the Australian Cyber Security Compliance Plan and achievement of Security Profile. Identifying, assessing an managing  organisational risk. Managing local Australian IT and cyber security vendors, suppliers and contractors. Developing strategies to continuously improve the organisational awareness and culture relating to cyber threats. Being the subject matter expert on all relevant matters of cyber security and risk. Defining and delivering the annual cyber improvement and audit programme. Requirements: A minimum of five years experience. Industry certifications such as CISSP/ CCSP/ CISM/ CISA/ CRISC. Degree qualification. Experience in Information Security and expertise in governance, risk management and compliance. Strong relationship management and effective communication skills. Experience in energy production, oil and gas or utilities would be highly desirable. Benefits: An attractive salary package that includes a high base, superannuation, benefits and bonuses. Flexible working hours and some working from home. To apply Press APPLY NOW.  For further information please don't hesitate to call Ciara Murray on (08) 9322 2900 . At Project Human Resources we are committed to meaningful equity and diversity in our workforce. We are passionate about equal employment opportunities and diversity and encourage applications from all backgrounds. Must have Australian working rights.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74878888","37996009"
"74858617","Network Engineer","NTT Australia Workforce Solutions Pty Ltd","Contract/Temp","Networks & Systems Administration ","Is innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?  Join our growing global NTT team and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future. We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.  Want to be part of the team?  We’re seeking a Network Engineer to join us on an initial 3 contract, augmenting a client’s upgrade and refresh project on-site in Perth.    Your day at NTT   Interact with clients on site to meet complex requirements of a solution.  Escalate unresolved problems and issues to the relevant third parties.  Respond to escalated client requests and support client applications to a first line resolution.  Escalate complex problems to the relevant third parties.  Write reports and proposals and complete and maintain project documentation.  Assist with the documentation of standard operating procedures relating to installations and fixes.   What would make you a good fit for this role?   Getting a list of network assets onto our ServiceNow system  Wiping of old switches  Assisting our the team on the Network Refresh project where possible (e.g. Wi-Fi onboarding onto DNAC)  Fixed wireless, R & S, LAN, and WAN  Configuration experience  To be considered for this opportunity click the 'Apply' button, or for more information about this and other opportunities please contact Fabian Quartamont. Please quote our job reference number: 598881. About us Workforce Solutions is a division in the Australia and New Zealand region of NTT Ltd. and includes the former Viiew as part of its broader expertise and capabilities. The Workforce Solution division specialize in workforce-as-a-solution services, allowing clients the flexibility to augment or strengthen their team with a specialized workforce who offer deep experience and expertise in digital, data, security, infrastructure, project solutions and business transformation. Our highly experienced and skilled teams are supported by extensive training and enablement, ongoing technical assessments and our global network as part of NTT Ltd . All team members of Workforce Solutions are selected for the depth of their knowledge and experience in their particular field, as well as their professionalism and ability to integrate into our client’s workplace environment. To ensure the best match, we encourage clients to be involved in selecting their Workforce Solutions consultants. NTT Ltd. is a leading global technology services company. Working with organizations around the world, we achieve business outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital and secure. As a global ICT provider, we employ more than 40,000 people in a diverse and dynamic workplace that spans 57 countries, trading in 73 countries and delivering services in over 200 countries and regions NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74858617","35044033"
"74627398","Technical Analysis Graduate Program","GradConnection","Full time","Web Development & Production ","Technical Analysis is extremely varied, where each day brings new and interesting challenges - investigating, troubleshooting and resolving technical issues.  Learn essential IT skills that will equip you for a range of technical roles such as data analysis, quality assurance, IT operations , and tools such as SQL, Unix, Excel/VBA, BA, Python, ITIL, Cloud.  As an FDM a Technical Analyst Consultant you’ll work with team members and managers to translate technical requirements into functioning solutions, gaining the skills needed to develop an application, such as an ecommerce website.  Dive headfirst into inspiring projects where you will work collaboratively within an agile team and be constantly challenged to apply and develop your new skillset . Performing well here will boost your chances of being put forward to work on cutting-edge client assignments with our big brand partners across various industries.  About You   Educated to a university degree level (bachelor or higher)  Able to commit to completing our full 2.5-year graduate program  Strong problem-solving and analytical skills  Excellent interpersonal skills and communication  Eligibility to work in Australia  Open to relocating for client projects, the majority of our clients are based in Sydney and Melbourne, so we look for you to be flexible to relocate. At FDM we support you with a relocation package and ensure you are connected with other FDM Consultants. Learn more here.   What we offer you:   Full-time employment with a competitive salary  Training provided by industry experts, based on client demand  Ongoing career support throughout your entire FDM journey, including professional development, mentoring, and social networking events with a community of peers  Consultant Experience Team dedicated to your wellbeing, health, and happiness  Opportunity to become a leading consultant in one of the most in-demand tech fields   This is your opportunity to enter a world of unlimited possibilities – Apply Now!  About FDM  FDM Group is the pioneer and market leader in the recruit, train and deploy industry specialising in the technology sector. For over 30 years, FDM has helped successfully launch the tech careers of thousands of graduates just like you, with 3,000+ globally in 2022 alone. FDM Group is a FTSE 250 employer with a global footprint and now on the FTSE4Good Index.  Our culture  With 95+ nationalities working together as a team, FDM is a company committed to diversity and inclusion, in terms of background, culture and skills. We celebrate difference because we want everyone to have equal opportunity to belong and grow in their career. We are active in creating a more gender-balanced workforce, with circa 33% of our senior management team and 31% of all employees identifying as female.  Diversity, equity and inclusion are at the heart of what we value as an organisation. FDM Group is an equal opportunities employer, and all qualified applicants will receive consideration for employment without regard to race, religion, sex, sexual orientation, age, disability or any other status protected by law. Our recruitment team are happy to support with any reasonable adjustments that are needed within the recruitment process.  We have multiple start dates all year round, so you can Apply Today!  Please only submit one application, our Recruitment team will consider you for all other relevant open Graduate Programs we are hiring for.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74627398","45273782"
